country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,bank_account
Tanzania,2017,uniqueid_5079,Rural,Yes,3,22,Female,Spouse,Single/Never Married,Tertiary education,Self employed,No
Tanzania,2017,uniqueid_5080,Urban,No,3,18,Female,Parent,Divorced/Seperated,Tertiary education,No Income,No
Tanzania,2017,uniqueid_5081,Urban,No,2,63,Female,Head of Household,Widowed,No formal education,Self employed,No
Tanzania,2017,uniqueid_5082,Rural,Yes,2,41,Female,Spouse,Single/Never Married,Primary education,No Income,No
Tanzania,2017,uniqueid_5083,Rural,Yes,1,68,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent,No
Tanzania,2017,uniqueid_5084,Urban,No,4,21,Female,Parent,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5085,Urban,No,2,27,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5086,Urban,Yes,3,67,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5087,Urban,No,2,66,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5088,Urban,Yes,2,23,Female,Spouse,Single/Never Married,Tertiary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5089,Urban,Yes,2,36,Male,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5090,Urban,Yes,1,35,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5091,Urban,Yes,1,55,Female,Head of Household,Widowed,No formal education,Remittance Dependent,No
Tanzania,2017,uniqueid_5092,Urban,Yes,3,69,Male,Head of Household,Single/Never Married,Primary education,Self employed,Yes
Tanzania,2017,uniqueid_5093,Urban,No,1,56,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5094,Rural,Yes,3,41,Female,Spouse,Single/Never Married,Tertiary education,Formally employed Private,Yes
Tanzania,2017,uniqueid_5095,Urban,Yes,2,27,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5096,Urban,Yes,3,42,Female,Spouse,Single/Never Married,Primary education,Informally employed,Yes
Tanzania,2017,uniqueid_5097,Urban,Yes,1,49,Female,Head of Household,Widowed,Primary education,Self employed,No
Tanzania,2017,uniqueid_5098,Rural,Yes,2,30,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5099,Urban,No,2,26,Female,Spouse,Single/Never Married,Secondary education,No Income,No
Tanzania,2017,uniqueid_5100,Rural,Yes,5,36,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5101,Urban,No,2,30,Male,Head of Household,Single/Never Married,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5102,Urban,Yes,1,45,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5103,Rural,Yes,2,47,Female,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5104,Urban,No,4,62,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5105,Urban,Yes,5,53,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5106,Urban,Yes,3,58,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,No
Tanzania,2017,uniqueid_5107,Urban,No,2,24,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5108,Urban,Yes,1,22,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5109,Urban,Yes,2,40,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,Yes
Tanzania,2017,uniqueid_5110,Urban,No,2,30,Female,Spouse,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5111,Rural,Yes,1,27,Female,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5112,Rural,Yes,3,36,Male,Other relative,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5113,Rural,Yes,3,63,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5114,Urban,Yes,2,22,Female,Spouse,Single/Never Married,Secondary education,No Income,No
Tanzania,2017,uniqueid_5115,Urban,No,2,78,Female,Head of Household,Single/Never Married,No formal education,Remittance Dependent,No
Tanzania,2017,uniqueid_5116,Rural,No,1,28,Female,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5117,Urban,Yes,2,44,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5118,Urban,Yes,1,61,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5119,Urban,Yes,2,62,Male,Head of Household,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5120,Urban,Yes,2,52,Female,Spouse,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5121,Urban,No,4,50,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5122,Urban,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5123,Urban,Yes,1,35,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5124,Urban,No,4,49,Female,Head of Household,Married/Living together,No formal education,Self employed,No
Tanzania,2017,uniqueid_5125,Rural,Yes,1,25,Female,Head of Household,Divorced/Seperated,Vocational/Specialised training,Self employed,No
Tanzania,2017,uniqueid_5126,Rural,Yes,1,32,Female,Head of Household,Married/Living together,Secondary education,Self employed,No
Tanzania,2017,uniqueid_5127,Urban,Yes,2,25,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5128,Urban,No,3,53,Female,Spouse,Single/Never Married,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5129,Urban,No,3,16,Male,Child,Divorced/Seperated,Secondary education,No Income,No
Tanzania,2017,uniqueid_5130,Rural,Yes,2,26,Female,Child,Divorced/Seperated,Tertiary education,Formally employed Private,No
Tanzania,2017,uniqueid_5131,Urban,Yes,1,60,Female,Head of Household,Widowed,No formal education,Self employed,No
Tanzania,2017,uniqueid_5132,Urban,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5133,Rural,Yes,1,42,Female,Head of Household,Widowed,Primary education,Self employed,No
Tanzania,2017,uniqueid_5134,Rural,No,2,41,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5135,Urban,No,1,45,Female,Head of Household,Widowed,No formal education,Self employed,No
Tanzania,2017,uniqueid_5136,Rural,Yes,6,85,Male,Other relative,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5137,Rural,Yes,3,19,Female,Other relative,Divorced/Seperated,Tertiary education,Informally employed,No
Tanzania,2017,uniqueid_5138,Rural,Yes,2,37,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5139,Urban,Yes,2,34,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5140,Urban,Yes,4,53,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5141,Urban,Yes,1,56,Male,Head of Household,Married/Living together,Tertiary education,Self employed,No
Tanzania,2017,uniqueid_5142,Urban,No,1,70,Female,Head of Household,Widowed,No formal education,Remittance Dependent,No
Tanzania,2017,uniqueid_5143,Urban,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Other Income,No
Tanzania,2017,uniqueid_5144,Urban,Yes,2,50,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5145,Urban,No,1,86,Female,Head of Household,Widowed,No formal education,No Income,No
Tanzania,2017,uniqueid_5146,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,No
Tanzania,2017,uniqueid_5147,Urban,No,2,22,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5148,Urban,Yes,2,60,Male,Head of Household,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5149,Urban,Yes,1,60,Female,Head of Household,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5150,Urban,Yes,3,50,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5151,Rural,Yes,1,28,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,Yes
Tanzania,2017,uniqueid_5152,Urban,No,2,17,Male,Other relative,Divorced/Seperated,Secondary education,Self employed,No
Tanzania,2017,uniqueid_5153,Rural,Yes,1,56,Male,Head of Household,Single/Never Married,Primary education,Informally employed,Yes
Tanzania,2017,uniqueid_5154,Urban,No,1,21,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5155,Urban,No,2,29,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5156,Urban,No,2,44,Female,Head of Household,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5157,Urban,Yes,3,45,Male,Head of Household,Single/Never Married,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5158,Urban,No,3,22,Female,Parent,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5159,Rural,Yes,4,63,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5160,Urban,Yes,1,80,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5161,Urban,No,1,30,Female,Head of Household,Widowed,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5162,Urban,Yes,2,25,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5163,Urban,No,2,22,Male,Parent,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5164,Rural,Yes,4,27,Male,Child,Divorced/Seperated,Secondary education,Informally employed,No
Tanzania,2017,uniqueid_5165,Urban,No,3,29,Female,Parent,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5166,Rural,No,2,26,Male,Head of Household,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5167,Urban,No,2,42,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5168,Urban,Yes,2,23,Female,Spouse,Single/Never Married,Secondary education,Self employed,No
Tanzania,2017,uniqueid_5169,Rural,Yes,2,39,Female,Spouse,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5170,Urban,No,2,19,Male,Head of Household,Single/Never Married,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5171,Urban,No,2,26,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5172,Rural,Yes,2,34,Male,Head of Household,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5173,Urban,Yes,3,38,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5174,Urban,Yes,2,54,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5175,Rural,Yes,1,61,Female,Head of Household,Widowed,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5176,Urban,No,1,71,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5177,Urban,No,2,50,Female,Head of Household,Widowed,No formal education,Self employed,No
Tanzania,2017,uniqueid_5178,Urban,No,1,63,Female,Head of Household,Widowed,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5179,Urban,No,2,19,Female,Spouse,Single/Never Married,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5180,Urban,Yes,5,54,Female,Head of Household,Single/Never Married,Tertiary education,Informally employed,No
Tanzania,2017,uniqueid_5181,Urban,No,1,27,Female,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5182,Urban,No,2,27,Female,Spouse,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5183,Urban,Yes,3,32,Male,Other relative,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5184,Rural,No,1,28,Female,Head of Household,Single/Never Married,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5185,Urban,No,1,65,Female,Head of Household,Widowed,No formal education,No Income,No
Tanzania,2017,uniqueid_5186,Urban,No,4,18,Male,Parent,Divorced/Seperated,No formal education,Remittance Dependent,No
Tanzania,2017,uniqueid_5187,Urban,Yes,2,50,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5188,Urban,Yes,3,60,Female,Child,Widowed,Primary education,No Income,No
Tanzania,2017,uniqueid_5189,Urban,No,2,34,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5190,Urban,Yes,1,30,Male,Head of Household,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5191,Rural,No,2,23,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5192,Urban,Yes,5,30,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5193,Urban,Yes,2,50,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,Yes
Tanzania,2017,uniqueid_5194,Urban,No,2,78,Male,Head of Household,Widowed,No formal education,Government Dependent,No
Tanzania,2017,uniqueid_5195,Rural,Yes,2,35,Male,Head of Household,Single/Never Married,Secondary education,Self employed,No
Tanzania,2017,uniqueid_5196,Urban,No,2,55,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5197,Urban,No,2,48,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5198,Urban,No,1,40,Female,Head of Household,Divorced/Seperated,Secondary education,No Income,No
Tanzania,2017,uniqueid_5199,Rural,Yes,6,20,Male,Parent,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5200,Urban,No,2,53,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5201,Urban,No,2,26,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5202,Urban,No,3,21,Female,Parent,Divorced/Seperated,Secondary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5203,Urban,Yes,2,48,Male,Head of Household,Single/Never Married,Primary education,Self employed,Yes
Tanzania,2017,uniqueid_5204,Urban,No,2,50,Male,Head of Household,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5205,Urban,No,3,16,Female,Parent,Divorced/Seperated,Primary education,No Income,No
Tanzania,2017,uniqueid_5206,Urban,Yes,2,34,Male,Head of Household,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5207,Rural,Yes,3,23,Male,Parent,Divorced/Seperated,Secondary education,Formally employed Private,No
Tanzania,2017,uniqueid_5208,Urban,No,3,40,Female,Child,Widowed,Primary education,Self employed,No
Tanzania,2017,uniqueid_5209,Urban,No,2,56,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5210,Urban,Yes,1,45,Female,Head of Household,Widowed,No formal education,Self employed,No
Tanzania,2017,uniqueid_5211,Urban,Yes,2,43,Male,Other relative,Divorced/Seperated,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5212,Urban,No,1,64,Male,Head of Household,Widowed,No formal education,Self employed,No
Tanzania,2017,uniqueid_5213,Urban,No,2,40,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5214,Urban,Yes,1,35,Female,Head of Household,Single/Never Married,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5215,Urban,No,4,35,Female,Parent,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5216,Rural,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5217,Urban,Yes,3,28,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,No
Tanzania,2017,uniqueid_5218,Urban,No,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5219,Urban,Yes,1,65,Male,Head of Household,Married/Living together,No formal education,Self employed,No
Tanzania,2017,uniqueid_5220,Rural,Yes,3,18,Male,Child,Divorced/Seperated,Secondary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5221,Urban,Yes,1,32,Male,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5222,Urban,No,2,27,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5223,Urban,No,5,25,Female,Parent,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5224,Urban,Yes,1,29,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5225,Urban,Yes,1,44,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,Yes
Tanzania,2017,uniqueid_5226,Urban,Yes,2,87,Female,Head of Household,Widowed,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5227,Urban,Yes,1,32,Female,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5228,Rural,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5229,Urban,Yes,2,50,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5230,Rural,Yes,5,49,Male,Head of Household,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5231,Urban,Yes,2,61,Male,Head of Household,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5232,Urban,No,6,25,Male,Parent,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5233,Urban,Yes,1,85,Female,Head of Household,Widowed,No formal education,Self employed,No
Tanzania,2017,uniqueid_5234,Rural,Yes,2,29,Female,Spouse,Single/Never Married,Primary education,No Income,Yes
Tanzania,2017,uniqueid_5235,Urban,Yes,4,20,Female,Parent,Married/Living together,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5236,Urban,No,2,26,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5237,Urban,No,5,16,Female,Child,Divorced/Seperated,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5238,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5239,Urban,No,1,70,Female,Head of Household,Widowed,Primary education,Government Dependent,No
Tanzania,2017,uniqueid_5240,Urban,No,2,27,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5241,Urban,Yes,3,27,Male,Parent,Divorced/Seperated,Secondary education,Informally employed,Yes
Tanzania,2017,uniqueid_5242,Rural,Yes,2,36,Female,Head of Household,Single/Never Married,Primary education,Informally employed,Yes
Tanzania,2017,uniqueid_5243,Urban,No,2,75,Male,Head of Household,Single/Never Married,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5244,Urban,Yes,4,43,Female,Child,Widowed,Primary education,Self employed,No
Tanzania,2017,uniqueid_5245,Urban,No,5,21,Male,Child,Divorced/Seperated,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5246,Urban,No,4,27,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5247,Urban,Yes,10,25,Male,Parent,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5248,Urban,No,2,61,Female,Head of Household,Widowed,Primary education,Self employed,No
Tanzania,2017,uniqueid_5249,Urban,Yes,2,55,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5250,Urban,No,2,45,Female,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5251,Urban,Yes,1,30,Male,Head of Household,Married/Living together,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5252,Rural,No,2,40,Male,Head of Household,Single/Never Married,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5253,Rural,Yes,3,46,Male,Head of Household,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5254,Urban,Yes,2,39,Female,Parent,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5255,Rural,Yes,4,49,Male,Parent,Divorced/Seperated,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5256,Urban,No,1,84,Male,Head of Household,Married/Living together,Secondary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5257,Rural,Yes,2,36,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed,No
Tanzania,2017,uniqueid_5258,Rural,No,3,16,Male,Other non-relatives,Divorced/Seperated,Secondary education,No Income,No
Tanzania,2017,uniqueid_5259,Urban,Yes,1,28,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5260,Urban,Yes,1,64,Female,Head of Household,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5261,Urban,No,1,51,Female,Head of Household,Single/Never Married,Primary education,No Income,No
Tanzania,2017,uniqueid_5262,Urban,Yes,1,45,Female,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5263,Rural,Yes,1,32,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,Yes
Tanzania,2017,uniqueid_5264,Urban,No,2,22,Male,Head of Household,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5265,Urban,Yes,1,36,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5266,Rural,Yes,4,25,Male,Other relative,Divorced/Seperated,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5267,Urban,No,2,26,Female,Spouse,Single/Never Married,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5268,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5269,Urban,No,2,39,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5270,Rural,Yes,1,45,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5271,Rural,Yes,2,39,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5272,Rural,Yes,6,39,Female,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5273,Urban,Yes,3,50,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5274,Rural,Yes,3,29,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5275,Urban,No,2,20,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5276,Urban,No,3,30,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5277,Urban,No,1,58,Female,Head of Household,Widowed,No formal education,Remittance Dependent,No
Tanzania,2017,uniqueid_5278,Urban,No,2,25,Female,Spouse,Single/Never Married,Secondary education,Self employed,No
Tanzania,2017,uniqueid_5279,Urban,No,3,56,Female,Head of Household,Widowed,Primary education,Self employed,No
Tanzania,2017,uniqueid_5280,Urban,Yes,2,62,Female,Spouse,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5281,Rural,No,2,33,Female,Spouse,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5282,Urban,No,2,85,Female,Head of Household,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5283,Rural,Yes,4,26,Male,Parent,Divorced/Seperated,Tertiary education,Informally employed,No
Tanzania,2017,uniqueid_5284,Urban,Yes,1,26,Female,Head of Household,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5285,Rural,Yes,2,22,Female,Spouse,Single/Never Married,Tertiary education,Self employed,Yes
Tanzania,2017,uniqueid_5286,Urban,Yes,3,37,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5287,Urban,No,2,66,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5288,Urban,Yes,3,18,Female,Child,Divorced/Seperated,Secondary education,Informally employed,No
Tanzania,2017,uniqueid_5289,Urban,No,2,34,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5290,Urban,No,2,57,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,No
Tanzania,2017,uniqueid_5291,Urban,No,3,77,Female,Other relative,Widowed,Primary education,Self employed,No
Tanzania,2017,uniqueid_5292,Rural,Yes,2,23,Female,Spouse,Single/Never Married,Primary education,Self employed,Yes
Tanzania,2017,uniqueid_5293,Urban,No,1,79,Male,Head of Household,Widowed,No formal education,Self employed,No
Tanzania,2017,uniqueid_5294,Urban,No,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5295,Urban,Yes,2,42,Male,Head of Household,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5296,Urban,Yes,6,19,Male,Parent,Divorced/Seperated,Tertiary education,Informally employed,No
Tanzania,2017,uniqueid_5297,Rural,Yes,3,34,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5298,Urban,Yes,3,20,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5299,Urban,Yes,4,20,Female,Parent,Divorced/Seperated,Tertiary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5300,Rural,No,3,70,Male,Spouse,Single/Never Married,No formal education,Remittance Dependent,No
Tanzania,2017,uniqueid_5301,Urban,Yes,1,65,Female,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5302,Urban,No,2,30,Female,Spouse,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5303,Urban,No,5,18,Male,Parent,Divorced/Seperated,Primary education,No Income,No
Tanzania,2017,uniqueid_5304,Urban,No,2,86,Male,Head of Household,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5305,Urban,Yes,4,21,Female,Parent,Divorced/Seperated,Secondary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5306,Urban,Yes,5,19,Male,Child,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5307,Urban,No,4,19,Female,Other relative,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5308,Urban,Yes,2,31,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5309,Urban,No,1,46,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5310,Urban,No,1,40,Female,Head of Household,Married/Living together,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5311,Urban,Yes,2,53,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private,No
Tanzania,2017,uniqueid_5312,Rural,Yes,2,62,Female,Spouse,Single/Never Married,Primary education,No Income,No
Tanzania,2017,uniqueid_5313,Urban,Yes,3,20,Male,Other non-relatives,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5314,Rural,Yes,1,20,Male,Head of Household,Divorced/Seperated,Tertiary education,Self employed,No
Tanzania,2017,uniqueid_5315,Urban,Yes,2,39,Male,Head of Household,Single/Never Married,Primary education,Informally employed,No
